rank,profile,name,url,state,revenue,growth_%,industry,workers,previous_workers,founded,yrs_on_list,metro,city
173,https://www.inc.com/profile/monkedia,Monkedia,monkedia.com,TX,17.4 Million,2240.0028,Advertising & Marketing,48,2,2014,2,Dallas,Irving
174,https://www.inc.com/profile/upshow,UPshow,upshow.tv,IL,2.6 Million,2235.9439,Business Products & Services,30,8,2015,1,Chicago,Chicago
175,https://www.inc.com/profile/campuslogic,CampusLogic,campuslogic.com,AZ,14.2 Million,2233.8331,Software,105,25,2011,3,Phoenix,"Chandler,"
176,https://www.inc.com/profile/pcc-cleaning-and-maintenance,PCC Cleaning and Maintenance,pcccleaning.com,NY,12 Million,2230.9276,Environmental Services,80,40,2015,1,New York City,Brooklyn
177,https://www.inc.com/profile/quirk-creative,Quirk Creative,findyourquirk.com,NY,3.3 Million,2205.1824,Advertising & Marketing,9,2,2015,1,New York City,Brooklyn
178,https://www.inc.com/profile/tricopian,Tricopian,fuel-rod.com,CA,7 Million,2171.9647,Consumer Products & Services,18,5,2011,1,San Diego,Poway
179,https://www.inc.com/profile/efficient-home-services-of-florida,Efficient Home Services of Florida,ehsfl.com,FL,9.9 Million,2155.4069,Energy,50,10,2011,1,Tampa,Tampa
180,https://www.inc.com/profile/fitness-cubed,Fitness Cubed,cubii.com,IL,10.3 Million,2142.2695,Manufacturing,13,3,2014,1,Chicago,Chicago
181,https://www.inc.com/profile/velox-media,Velox Media,veloxmedia.com,ID,3.1 Million,2142.0754,Advertising & Marketing,41,1,2007,1,"Boise City-Nampa, ID",Boise
182,https://www.inc.com/profile/1link-technology,1Link Technology,http://1linktechnology.com,TN,4.6 Million,2138.2034,IT Management,55,20,2014,1,,Germantown
183,https://www.inc.com/profile/quadrant-resource,Quadrant Resource,http://quadrantresource.com,WA,12.8 Million,2122.6612,Software,100,15,2004,2,Seattle,Redmond
184,https://www.inc.com/profile/myhealth,MyHealth,chartrequest.com,GA,2.7 Million,2116.411,Health,64,12,2015,1,Atlanta,Brookhaven
185,https://www.inc.com/profile/velocity-global,Velocity Global,velocityglobal.com,CO,85.8 Million,2112.1974,Business Products & Services,103,3,2014,2,Denver,Denver
186,https://www.inc.com/profile/oseth-group,Oseth Group,osethgroup.com,VA,5.4 Million,2107.0365,Construction,23,1,2015,1,"Washington, DC",Sterling
187,https://www.inc.com/profile/koia,Koia,drinkkoia.com,CA,8.2 Million,2100.9602,Food & Beverage,15,1,2013,1,Los Angeles,San Diego
188,https://www.inc.com/profile/sifted,Sifted,sifted.co,GA,6.9 Million,2099.2097,Food & Beverage,142,6,2015,1,Atlanta,Atlanta
189,https://www.inc.com/profile/prx-performance,PRx Performance,prxperformance.com,ND,7.2 Million,2097.5285,Retail,18,3,2013,2,,Fargo
190,https://www.inc.com/profile/universal-yums,Universal Yums,http://universalyums.com,NJ,12.7 Million,2095.6151,Food & Beverage,28,2,2014,1,New York City,Parsippany-Troy Hills
191,https://www.inc.com/profile/bridge-brothers,Bridge Brothers,http://bridgebrothers.com,GA,4.1 Million,2081.8945,Manufacturing,14,1,2015,1,Atlanta,Atlanta
192,https://www.inc.com/profile/dynamic-systems-technology,Dynamic Systems Technology,http://dystech.com,VA,24.7 Million,2077.0156,Government Services,350,35,1995,4,"Washington, DC",Fairfax
193,https://www.inc.com/profile/supinf-technologies,Supinf Technologies,supinf-tech.com,MD,4.5 Million,2076.8839,Government Services,10,2,2009,1,"Washington, DC",Rockville
194,https://www.inc.com/profile/davis-cargo,Davis Cargo,daviscargo.com,FL,32.9 Million,2068.4929,Logistics & Transportation,45,4,2014,1,"Orlando, FL",orlando
195,https://www.inc.com/profile/polaris-energy-services,Polaris Energy Services,polarisenergyservices.com,CA,2.2 Million,2047.1979,Energy,10,2,2014,1,,San Luis Obispo
196,https://www.inc.com/profile/setschedule,SetSchedule,setschedule.com,CA,3.6 Million,2037.4483,Real Estate,62,5,2014,1,Los Angeles,Irvine
197,https://www.inc.com/profile/l2-defense,L2 Defense,l2defense.com,MD,20.8 Million,2037.0893,Government Services,60,10,2012,3,Baltimore,Middle River
198,https://www.inc.com/profile/motivosity,Motivosity,http://motivosity.com/index.html,UT,3.6 Million,2029.6606,Software,18,4,2013,1,"Provo-Orem, UT",Orem
199,https://www.inc.com/profile/advoc8,Advoc8,http://advoc8.com,DC,14.3 Million,2026.9981,Advertising & Marketing,30,1,2015,1,"Washington, DC",Washington
200,https://www.inc.com/profile/real-plans,Real Plans,http://realplans.com,CA,4 Million,2018.2299,Software,23,8,2014,2,Los Angeles,Walnut
201,https://www.inc.com/profile/axiom-strategies,Axiom Strategies,axiomstrategies.com,MO,138.4 Million,2013.474,Advertising & Marketing,102,27,2005,1,"Kansas City, MO-KS",Kansas City
202,https://www.inc.com/profile/midway-staffing,Midway Staffing,midwaystaffing.com,IL,40.5 Million,2007.0456,Business Products & Services,2330,220,2015,1,Chicago,Berwyn
203,https://www.inc.com/profile/perfect-part,Perfect Part,theperfectpart.net,CA,2.3 Million,2004.3858,Telecommunications,5,2,2013,1,Los Angeles,North Hollywood
204,https://www.inc.com/profile/silverline-home-remodeling,Silverline Home Remodeling,silverlinebuilder.com,CA,2.2 Million,1996.5182,Construction,5,1,2014,1,Los Angeles,Canoga Park
205,https://www.inc.com/profile/maxim-zenwise-opco,Maxim Zenwise Opco,zenwisehealth.com,FL,37.5 Million,1987.4327,Consumer Products & Services,25,3,2014,1,"Orlando, FL",Orlando
206,https://www.inc.com/profile/world-housing-solution,World Housing Solution,worldhousingsolution.com,FL,5.1 Million,1972.0257,Manufacturing,29,3,2011,2,"Orlando, FL",SANFORD
207,https://www.inc.com/profile/city-ventures,City Ventures,city-ventures.com,NE,113.5 Million,1967.9181,Real Estate,250,50,2013,2,"Omaha-Council Bluffs, NE-IA",Omaha
208,https://www.inc.com/profile/web-presence,Web Presence,netreputation.com,FL,3.9 Million,1963.2293,Advertising & Marketing,23,5,2014,1,,Sarasota
209,https://www.inc.com/profile/energy-earth,Energy Earth,energyearth.com,TN,22.3 Million,1952.8258,Advertising & Marketing,42,14,2011,1,,Chattanooga
210,https://www.inc.com/profile/empowered-electric,Empowered Electric,empoweredkc.com,MO,3.6 Million,1944.0214,Construction,28,4,2015,1,"Kansas City, MO-KS",North Kansas City
211,https://www.inc.com/profile/bookkeeper-business-launch,Bookkeeper Business Launch,learntobeabookkeeper.com,WY,4.4 Million,1939.8376,Education,8,1,2015,1,,Cheyenne
212,https://www.inc.com/profile/noom,Noom,noom.com/#,NY,61.1 Million,1938.0352,Health,1246,105,2008,1,New York City,New York City
213,https://www.inc.com/profile/zenith-engineers,Zenith Engineers,zenithengineers.com,CA,2.7 Million,1924.2817,Engineering,30,6,2009,2,San Francisco,Hayward
214,https://www.inc.com/profile/lets-make-a-lead,Let's Make A Lead,adopt-a-contractor.com,FL,4.1 Million,1918.6756,Business Products & Services,14,2,2014,1,Miami,Miami
215,https://www.inc.com/profile/momentum-solar,Momentum Solar,momentumsolar.com,NJ,161.8 Million,1917.0019,Energy,1160,40,2009,4,New York City,South Plainfield
216,https://www.inc.com/profile/radius-networks,Radius Networks,radiusnetworks.com,DC,31.5 Million,1915.1007,Software,54,21,2011,2,"Washington, DC",Washington
217,https://www.inc.com/profile/fattmerchant,Fattmerchant,fattmerchant.com,FL,4.5 Million,1914.7356,Financial Services,75,5,2014,1,"Orlando, FL",Orlando
218,https://www.inc.com/profile/infinium-group,Infinium Group,infiniumhr.com,CA,3.5 Million,1905.462,Human Resources,8,3,2014,1,"Inland Empire, CA",MURRIETA
219,https://www.inc.com/profile/global-memory-procurement-corporation-dba-memorynet,Memory.net,http://memory.net,CA,18.7 Million,1901.165,Computer Hardware,11,4,2000,1,Los Angeles,SAN CLEMENTE
220,https://www.inc.com/profile/factorypure,FactoryPure,factorypure.com,TX,6.1 Million,1882.7744,Retail,5,2,2013,1,"San Antonio, TX",san antonio
221,https://www.inc.com/profile/untappd,Untappd,untappd.com,NC,10 Million,1882.0257,Software,90,2,2010,3,,Wilmington
222,https://www.inc.com/profile/mikmak,MikMak,mikmak.tv,NY,2.7 Million,1877.5153,Advertising & Marketing,11,5,2015,1,New York City,New York
223,https://www.inc.com/profile/fusion-recruiting-labs,Fusion Recruiting Labs,fusionrl.com,NJ,7.7 Million,1851.6306,Software,45,7,2015,1,New York City,Red Bank
224,https://www.inc.com/profile/office-libations,Office Libations,officelibations.com,CA,4.5 Million,1843.5572,Food & Beverage,15,3,2014,1,San Francisco,Oakland
225,https://www.inc.com/profile/broker-online-exchange,Broker Online Exchange,brokeronlinexchange.com,NY,8.2 Million,1838.3239,Energy,25,7,2013,1,New York City,Suffern
226,https://www.inc.com/profile/odl-services,ODL Services,odlservices.com,VA,6.6 Million,1820.781,Government Services,15,3,2012,2,Virginia Beach,Virginia Beach
227,https://www.inc.com/profile/platinum-health,Platinum Health,http://platinumhealthllc.com,FL,10.7 Million,1813.5417,Health,4,2,2014,1,"Orlando, FL",Orlando
228,https://www.inc.com/profile/avelead,Avelead,avelead.com,GA,7.2 Million,1808.729,IT System Development,40,8,2014,2,Atlanta,Suwanee
229,https://www.inc.com/profile/CMG-Midwest,CMG-Midwest,http://cmgmidwest.com,MO,2.6 Million,1802.2541,Construction,5,1,2012,1,"Kansas City, MO-KS",Cleveland
230,https://www.inc.com/profile/quince-orchard-psychotherapy,Quince Orchard Psychotherapy,http://qopsych.com,MD,2.9 Million,1797.1431,Health,33,3,2015,1,"Washington, DC",Gaithersburg
231,https://www.inc.com/profile/redshelf,RedShelf,about.redshelf.com,IL,46.2 Million,1797.0416,Education,79,22,2012,2,Chicago,Chicago
232,https://www.inc.com/profile/transamerica-express-logistics,TransAmerica Express Logistics,http://transamericaexp.com,CA,120.5 Million,1795.6922,Logistics & Transportation,22,2,2015,1,,Sacramento
233,https://www.inc.com/profile/flipcause,Flipcause,flipcause.com,CA,4.7 Million,1792.335,Software,30,11,2012,1,San Francisco,Oakland
234,https://www.inc.com/profile/simply-nuc,Simply NUC,simplynuc.com,TX,12 Million,1790.0996,Computer Hardware,44,5,2015,1,Austin,Round Rock
235,https://www.inc.com/profile/virtual-machine-solutions,Virtual Machine Solutions,http://virmach.com,CA,2.3 Million,1789.8022,IT Management,3,1,2014,1,Los Angeles,Los Angeles
236,https://www.inc.com/profile/gateway-genomics,Gateway Genomics,gatewaygenomics.org,CA,4.3 Million,1786.4145,Health,19,10,2014,1,San Diego,La Jolla
237,https://www.inc.com/profile/strativia,Strativia,strativia.com,MD,11.1 Million,1781.0661,Government Services,152,11,2007,1,"Washington, DC",LARGO
238,https://www.inc.com/profile/clockshark,ClockShark,clockshark.com,CA,3.6 Million,1775.3905,Software,25,3,2014,1,,Chico
239,https://www.inc.com/profile/trifold,TriFold,upcart.com,OH,7.3 Million,1765.6791,Manufacturing,6,2,2013,1,"Columbus, OH",Columbus
240,https://www.inc.com/profile/energy-ogre,Energy Ogre,energyogre.com,TX,6.3 Million,1763.0807,Consumer Products & Services,60,10,2013,1,Houston,Houston
241,https://www.inc.com/profile/d-ott-construction,D. Ott Construction,ww.dottconstruction.com,PA,3.3 Million,1759.1475,Construction,5,2,2015,1,"Lancaster, PA",Lancaster
242,https://www.inc.com/profile/medisuite,Medisuite,medisuite.com,NC,2.1 Million,1738.1728,Health,12,2,2013,1,"Raleigh, NC",Cary
243,https://www.inc.com/profile/myta-technologies,MYTA Technologies,myta.com,MD,5.3 Million,1733.9362,Human Resources,40,10,2014,1,"Washington, DC",Bethesda
244,https://www.inc.com/profile/deal-partners,Deal Partners,http://dealpartners.com,FL,26.3 Million,1732.6297,Consumer Products & Services,21,5,2012,3,Miami,Doral
245,https://www.inc.com/profile/tier4-group,Tier4 Group,http://tier4group.com,GA,4.6 Million,1729.3981,Business Products & Services,0,3,2010,1,Atlanta,Atlanta
246,https://www.inc.com/profile/ies,IES,iescombustors.com,CO,13.4 Million,1726.7615,Manufacturing,25,4,2014,1,,LaSalle
247,https://www.inc.com/profile/resicap,ResiCap,http://resicap.com,GA,467.4 Million,1723.8604,Real Estate,900,75,2010,2,Atlanta,Atlanta
248,https://www.inc.com/profile/transcend-security-solutions,Transcend Security Solutions,transcendsecurity.com,AZ,8.3 Million,1713.4616,Security,275,35,2014,1,Phoenix,Phoenix
249,https://www.inc.com/profile/globaltexusa,GlobalTex USA,http://globaltexusa.com,FL,2.3 Million,1710.2375,Business Products & Services,10,2,2015,1,Miami,Miami
250,https://www.inc.com/profile/vespa-group,Vespa Group,vespa-group.com,IN,4.4 Million,1702.6456,IT System Development,59,6,2014,1,"Indianapolis, IN",Indianapolis
251,https://www.inc.com/profile/bridgewater-homes,Bridgewater Homes,bridgewaterhomes.com,CO,46.2 Million,1700.1602,Construction,18,4,2015,2,,Loveland
252,https://www.inc.com/profile/park-financial-group,Park Financial Group,parkstatebank.com,MN,7.4 Million,1699.3732,Financial Services,35,10,2015,1,Minneapolis,Minneapolis
253,https://www.inc.com/profile/chronovo,Chronovo,chronovo.com,MA,3.7 Million,1692.6066,Insurance,25,12,2014,1,Boston,Burlington
254,https://www.inc.com/profile/maverick-media-ventures,Maverick Media Ventures,brightideas.co,ID,3.1 Million,1692.6046,Consumer Products & Services,9,2,2014,1,,Garden City
255,https://www.inc.com/profile/kortx,Kortx,http://kortx.io,MI,10.5 Million,1685.8634,Advertising & Marketing,20,4,2014,1,Detroit,Royal Oak
256,https://www.inc.com/profile/bawla-consulting,Bawla Consulting,bawlainc.com,NY,10.1 Million,1681.6204,Human Resources,2,1,2014,1,New York City,Valley Stream
257,https://www.inc.com/profile/pawstruck,Pawstruck,pawstruck.com,CA,8.8 Million,1677.2331,Retail,15,3,2014,2,Los Angeles,Long Beach
258,https://www.inc.com/profile/blue-raven-solar,Blue Raven Solar,blueravensolar.com,UT,58.8 Million,1672.8297,Energy,250,30,2014,1,"Provo-Orem, UT",American Fork
259,https://www.inc.com/profile/woom-bikes-usa,Woom Bikes USA,http://us.woombikes.com,TX,7.2 Million,1666.4879,Consumer Products & Services,25,2,2014,1,Austin,Austin
260,https://www.inc.com/profile/mixt-solutions,Mixt Solutions,mixtsolutions.com,OH,3.7 Million,1661.7406,Consumer Products & Services,5,3,2014,1,"Columbus, OH",Plain City
261,https://www.inc.com/profile/thrivepass,ThrivePass,thrivepass.com,CO,4.2 Million,1653.9969,Health,31,12,2015,1,Denver,Denver
262,https://www.inc.com/profile/premier-health-solutions,Premier Health Solutions,premierhsllc.com,TX,8.5 Million,1653.441,Insurance,29,16,2012,1,Dallas,Frisco
263,https://www.inc.com/profile/impact-analytics,Impact Analytics,http://impactanalytics.co,MD,4.7 Million,1651.5508,Business Products & Services,175,20,2014,2,Baltimore,"Linthicum, MD 21090"
264,https://www.inc.com/profile/hemper,Hemper,hemper.co,NY,4.5 Million,1650.6419,Consumer Products & Services,18,3,2015,1,New York City,HAUPPAUGE
265,https://www.inc.com/profile/intermex,Intermex,intermextransportation.com,CA,2.6 Million,1650.1408,Travel & Hospitality,18,3,2015,1,Los Angeles,hacienda heights
266,https://www.inc.com/profile/patientbond,PatientBond,patientbond.com,IL,2.2 Million,1648.4583,IT System Development,16,1,2011,1,Chicago,Elmhurst
267,https://www.inc.com/profile/ginn-group,Ginn Group,ginngrp.com,WA,71.6 Million,1636.3737,Real Estate,49,13,2009,1,,Vancouver
268,https://www.inc.com/profile/pantherx-rare,PANTHERX Rare,http://pantherspecialty.com,PA,726.1 Million,1634.6901,Health,164,26,2011,4,"Pittsburgh, PA",Pittsburgh
269,https://www.inc.com/profile/factorial-digital,Factorial Digital,factorialdigital.com,SC,2.7 Million,1627.4742,Advertising & Marketing,6,1,2015,1,"Charleston, SC",Mount Pleasant
270,https://www.inc.com/profile/t-rex-solutions,T-Rex Solutions,trexsolutionsllc.com,MD,259.4 Million,1621.7206,Government Services,231,175,1999,4,"Washington, DC",Greenbelt
271,https://www.inc.com/profile/toops,Toops,toopsllc.com,IL,7.7 Million,1621.3485,Retail,12,2,2015,1,Chicago,Evanston
272,https://www.inc.com/profile/infusemedia,InfuseMedia,http://infusemedia.com,MA,8.6 Million,1609.4897,Advertising & Marketing,375,65,2012,2,Boston,NEWTON CENTER
273,https://www.inc.com/profile/teachable,Teachable,teachable.com,NY,14 Million,1606.1159,Software,81,16,2014,1,New York City,New York
274,https://www.inc.com/profile/squadhelpcom,Squadhelp.com,squadhelp.com,IL,3 Million,1600.7611,Business Products & Services,10,1,2011,2,Chicago,Hoffman Estates
275,https://www.inc.com/profile/take2-consulting,Take2 Consulting,take2it.com,VA,18.4 Million,1600.2495,IT Management,106,16,2014,1,"Washington, DC",Vienna
276,https://www.inc.com/profile/epion-health,Epion Health,epionhealth.com,NJ,4.1 Million,1599.4678,Software,20,15,2011,1,New York City,Hoboken
277,https://www.inc.com/profile/gotcha-media-holdings,Gotcha Media Holdings,ridegotcha.com,SC,8.4 Million,1572.0504,Logistics & Transportation,81,15,2009,2,"Charleston, SC",Charleston
278,https://www.inc.com/profile/kyzen-consulting-services,Kyzen Consulting Services,kyzencs.com,MD,5.5 Million,1569.6045,Government Services,22,3,1999,4,"Washington, DC",Gaithersburg
279,https://www.inc.com/profile/checkedup,CheckedUp,checkedup.com,NY,5.2 Million,1567.7859,Health,45,5,2012,2,New York City,New York
280,https://www.inc.com/profile/cultivate-advisors,Cultivate Advisors,http://cultivateadvisors.com,IL,3.4 Million,1558.2846,Business Products & Services,32,1,2013,1,Chicago,Chicago
281,https://www.inc.com/profile/advisors-education,Advisors Education,http://advisorseducation.com,FL,2.3 Million,1554.4394,Education,9,2,2011,1,"Jacksonville, FL",Jacksonville
282,https://www.inc.com/profile/recleim,Recleim,recleim.com,GA,40.9 Million,1553.7539,Environmental Services,323,47,2012,3,Atlanta,Atlanta
283,https://www.inc.com/profile/maddox-industrial-transformer,Maddox Industrial Transformer,http://maddoxtransformer.com,SC,13.7 Million,1553.3569,Manufacturing,23,5,2015,1,,Simpsonville
284,https://www.inc.com/profile/mako-medical-laboratories,Mako Medical Laboratories,makomedical.com,NC,93.9 Million,1549.3843,Health,502,65,2014,1,"Raleigh, NC",Raleigh
285,https://www.inc.com/profile/alert-media,Alert Media,alertmedia.com,TX,4.9 Million,1549.2845,Software,73,21,2013,1,Austin,Austin
286,https://www.inc.com/profile/southern-veterinary-partners,Southern Veterinary Partners,svp.vet,AL,113.5 Million,1545.2613,Health,1500,500,2014,2,"Birmingham, AL",Birmimgham
287,https://www.inc.com/profile/flexicrew-technical-services,Flexicrew Technical Services,flexicrewtech.com,LA,2.7 Million,1541.2816,Human Resources,11,2,2015,1,,Metairie
288,https://www.inc.com/profile/texas-beauty-labs,Texas Beauty Labs,texasbeautylabs.com,TX,9.1 Million,1539.2442,Manufacturing,88,15,2007,2,Austin,Austin
